project_id,project_name,app_id,app_name,app_user_id,first_seen_at,last_seen_at,last_seen_app_version,last_seen_ip_country,last_seen_platform,last_seen_platform_version,last_seen_sdk_version,last_seen_locale,price_experiment_id,price_experiment_variant,has_made_sandbox_purchase,latest_entitlement,latest_product,is_rc_promo,first_purchase_at,most_recent_purchase_at,trial_start_at,trial_end_at,most_recent_renewal_at,latest_expiration_at,subscription_opt_out_at,trial_opt_out_at,total_renewals,total_spent,latest_store,latest_store_country,latest_auto_renew_intent,all_purchased_product_ids,most_recent_billing_issues_at,status,latest_offer,latest_offer_type,latest_purchased_offering,latest_ownership_type,email,phone_number,media_source,campaign,ad_group,ad,keyword,creative,idfa,idfv,gps_ad_id,custom_attributes
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_40,1590883718965,1651466404872,Version 2.0,GB,Stripe,Version 10.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1668814104625,1638813925873,1601637277122,1604427346553,1608053309271,1673547567860,1653343090871.0,1651524598999.0,4,865.02,App Store,US,t,prod_3,1665987193318.0,Non-subscription,,,,PURCHASED,user40@example.com,,facebook,campaign_40,ad_group_40,ad_40,keyword_40,creative_40,idfa_40,idfv_40,gps_ad_id_40,"{""attribute_key"": ""value_40""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_41,1598125043077,1582096403878,Version 3.0,CA,Android,Version 11.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_4,f,1683700282557,1638484163643,1639764632749,1602581650535,1616826692432,1622261209031,1689836794337.0,1613730975579.0,1,271.2,Google Play,AU,t,prod_1,1648724803677.0,Active,,,,PURCHASED,user41@example.com,,organic,campaign_41,ad_group_41,ad_41,keyword_41,creative_41,idfa_41,idfv_41,gps_ad_id_41,"{""attribute_key"": ""value_41""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_42,1617727397408,1690496853495,Version 2.0,,iOS,Version 14.0,3.1.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1732517667429,1668332711599,1727198777471,1658346628414,1593562043379,1680686579638,,1731634876691.0,4,494.62,Google Play,AU,t,prod_4,,Expired,,,,PURCHASED,user42@example.com,,organic,campaign_42,ad_group_42,ad_42,keyword_42,creative_42,idfa_42,idfv_42,gps_ad_id_42,"{""attribute_key"": ""value_42""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_43,1719354276577,1636364023873,Version 3.0,AU,iOS,Version 10.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_4,t,1677155351904,1632675068956,1634125355902,1713725366119,1629647394478,1729945513501,,1613820708463.0,0,630.74,App Store,US,t,"prod_5,prod_4",1596271269351.0,Active,,,,PURCHASED,user43@example.com,,google,campaign_43,ad_group_43,ad_43,keyword_43,creative_43,idfa_43,idfv_43,gps_ad_id_43,"{""attribute_key"": ""value_43""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_44,1713080288385,1658457237509,Version 3.0,,Android,Version 10.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1622490236028,1583849781462,1717804096641,1600750872069,1697720603966,1671388474737,,1679956147132.0,0,575.9,App Store,US,t,prod_1,,Expired,,,,PURCHASED,user44@example.com,,facebook,campaign_44,ad_group_44,ad_44,keyword_44,creative_44,idfa_44,idfv_44,gps_ad_id_44,"{""attribute_key"": ""value_44""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_45,1694289925635,1701944639776,Version 3.0,CA,Stripe,Version 11.0,3.2.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_4,t,1667395886066,1625148019392,1596119602811,1689598816369,1604066203856,1595423756409,,,5,578.42,Google Play,US,f,"prod_2,prod_5,prod_3",,Active,,,,PURCHASED,user45@example.com,,organic,campaign_45,ad_group_45,ad_45,keyword_45,creative_45,idfa_45,idfv_45,gps_ad_id_45,"{""attribute_key"": ""value_45""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_46,1629400807419,1630415438552,Version 1.0,CA,Android,Version 14.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_3,t,1691918462497,1694762737738,1725144648147,1675703559832,1611733072886,1685187250254,1596663721291.0,1658185942592.0,4,673.2,Google Play,GB,f,"prod_4,prod_5,prod_4",1611744592055.0,Active,,,,PURCHASED,user46@example.com,,google,campaign_46,ad_group_46,ad_46,keyword_46,creative_46,idfa_46,idfv_46,gps_ad_id_46,"{""attribute_key"": ""value_46""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_47,1640653198406,1663350696970,Version 1.0,CA,iOS,Version 11.0,3.1.0,en_US,,,t,rc_promo_promotional_testing_lifetime,prod_1,f,1640702262846,1633624676471,1709697475472,1684832405443,1588908938098,1705239438135,1660605348190.0,,2,314.71,Web,AU,f,"prod_3,prod_3",,Active,,,,FAMILY_SHARED,user47@example.com,,google,campaign_47,ad_group_47,ad_47,keyword_47,creative_47,idfa_47,idfv_47,gps_ad_id_47,"{""attribute_key"": ""value_47""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_48,1621880840595,1677574230749,Version 2.0,CA,iOS,Version 11.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1665253498032,1649238947076,1672709350918,1698352874404,1691324384086,1721251383700,1661074793152.0,1612425175732.0,2,889.49,App Store,US,f,prod_1,,Active,,,,FAMILY_SHARED,user48@example.com,,facebook,campaign_48,ad_group_48,ad_48,keyword_48,creative_48,idfa_48,idfv_48,gps_ad_id_48,"{""attribute_key"": ""value_48""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_49,1663938971650,1609263860312,Version 1.0,GB,Stripe,Version 10.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1578114133317,1725957333948,1582643122576,1612005282869,1687593999876,1662868327139,1591707863756.0,,3,886.16,Web,US,f,prod_5,,Active,,,,PURCHASED,user49@example.com,,google,campaign_49,ad_group_49,ad_49,keyword_49,creative_49,idfa_49,idfv_49,gps_ad_id_49,"{""attribute_key"": ""value_49""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_50,1695280201252,1715491845797,Version 3.0,,Stripe,Version 15.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1611711575346,1647747694731,1720826817812,1681381427284,1707803709061,1646101220360,1704791607595.0,,0,772.76,Web,GB,t,"prod_5,prod_5,prod_3",1583202910174.0,Active,,,,PURCHASED,user50@example.com,,facebook,campaign_50,ad_group_50,ad_50,keyword_50,creative_50,idfa_50,idfv_50,gps_ad_id_50,"{""attribute_key"": ""value_50""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_51,1685535398398,1717810706026,Version 3.0,CA,Stripe,Version 10.0,3.1.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1735231049977,1638416540999,1642759099522,1672068099817,1614966730212,1609870577942,1602716071302.0,,4,111.8,Web,AU,f,"prod_3,prod_4",,Non-subscription,,,,PURCHASED,user51@example.com,,organic,campaign_51,ad_group_51,ad_51,keyword_51,creative_51,idfa_51,idfv_51,gps_ad_id_51,"{""attribute_key"": ""value_51""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_52,1644943299125,1623642815236,Version 1.0,US,Stripe,Version 13.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1710170539310,1671306287402,1611559904564,1700555205638,1715516722482,1599633361590,,1593760158903.0,2,78.52,App Store,GB,t,"prod_4,prod_2",1664437593263.0,Expired,,,,PURCHASED,user52@example.com,,organic,campaign_52,ad_group_52,ad_52,keyword_52,creative_52,idfa_52,idfv_52,gps_ad_id_52,"{""attribute_key"": ""value_52""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_53,1733743431279,1658721849554,Version 3.0,GB,Stripe,Version 13.0,3.1.0,en_GB,,,t,rc_promo_promotional_testing_lifetime,prod_3,f,1626272342996,1607131933368,1692351347421,1591240584439,1688226430835,1610756014343,,,4,14.58,App Store,GB,t,prod_5,,Active,,,,PURCHASED,user53@example.com,,google,campaign_53,ad_group_53,ad_53,keyword_53,creative_53,idfa_53,idfv_53,gps_ad_id_53,"{""attribute_key"": ""value_53""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_54,1697044591299,1702908422112,Version 2.0,US,Stripe,Version 13.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_3,f,1609728530266,1627829394923,1588961361460,1662577882315,1713593975991,1625652993455,,,2,929.52,App Store,US,t,prod_2,1673942889214.0,Expired,,,,PURCHASED,user54@example.com,,facebook,campaign_54,ad_group_54,ad_54,keyword_54,creative_54,idfa_54,idfv_54,gps_ad_id_54,"{""attribute_key"": ""value_54""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_55,1583797574099,1666660526670,Version 1.0,CA,Stripe,Version 11.0,3.2.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_5,f,1582013143826,1670130532239,1706716696000,1668344573333,1706619650930,1584498631471,1639659528336.0,1692428194577.0,1,916.19,Web,AU,f,"prod_3,prod_5,prod_5",,Expired,,,,PURCHASED,user55@example.com,,google,campaign_55,ad_group_55,ad_55,keyword_55,creative_55,idfa_55,idfv_55,gps_ad_id_55,"{""attribute_key"": ""value_55""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_56,1630676969897,1633003895549,Version 1.0,US,Stripe,Version 11.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_4,f,1589196447556,1714378255233,1677555812408,1712956434016,1671983343248,1591874334506,1591879108704.0,1695490905805.0,1,595.02,Web,GB,f,prod_1,,Expired,,,,PURCHASED,user56@example.com,,google,campaign_56,ad_group_56,ad_56,keyword_56,creative_56,idfa_56,idfv_56,gps_ad_id_56,"{""attribute_key"": ""value_56""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_57,1614465992111,1689898128775,Version 3.0,US,Android,Version 10.0,3.1.0,en_CA,,,t,rc_promo_promotional_testing_lifetime,prod_2,t,1632272346625,1610934001608,1610336193727,1710375379741,1723273482084,1629301540564,,,1,726.19,Web,US,f,"prod_4,prod_3,prod_5",1728865247285.0,Active,,,,PURCHASED,user57@example.com,,facebook,campaign_57,ad_group_57,ad_57,keyword_57,creative_57,idfa_57,idfv_57,gps_ad_id_57,"{""attribute_key"": ""value_57""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_58,1606275818935,1579834245394,Version 2.0,AU,Stripe,Version 10.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1733472017868,1714702824077,1645444268919,1619582666493,1680933263390,1707557681437,,,1,882.95,App Store,GB,f,prod_2,,Sandbox,,,,PURCHASED,user58@example.com,,google,campaign_58,ad_group_58,ad_58,keyword_58,creative_58,idfa_58,idfv_58,gps_ad_id_58,"{""attribute_key"": ""value_58""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_59,1633540933293,1691603149722,Version 2.0,AU,Android,Version 12.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_3,t,1698663615789,1631548764123,1708820402311,1602766643608,1588393870776,1637337822114,1668522003467.0,,4,871.67,Web,AU,t,"prod_1,prod_5",1606696408973.0,Active,,,,PURCHASED,user59@example.com,,facebook,campaign_59,ad_group_59,ad_59,keyword_59,creative_59,idfa_59,idfv_59,gps_ad_id_59,"{""attribute_key"": ""value_59""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_60,1706696736342,1628165112442,Version 3.0,CA,Stripe,Version 12.0,3.2.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_5,f,1635861955659,1649777833045,1640802305512,1709287362565,1649426031928,1599365813861,1693608546762.0,1636806129879.0,3,534.39,Google Play,AU,t,prod_2,1661201493902.0,Active,,,,PURCHASED,user60@example.com,,google,campaign_60,ad_group_60,ad_60,keyword_60,creative_60,idfa_60,idfv_60,gps_ad_id_60,"{""attribute_key"": ""value_60""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_61,1689579870719,1606090700485,Version 3.0,US,Android,Version 11.0,3.2.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_3,f,1691484615401,1712029431271,1701911119978,1579056827902,1698385269917,1717626701168,1645407014804.0,1703895022631.0,3,994.52,App Store,GB,t,"prod_4,prod_4,prod_2",,Sandbox,,,,PURCHASED,user61@example.com,,organic,campaign_61,ad_group_61,ad_61,keyword_61,creative_61,idfa_61,idfv_61,gps_ad_id_61,"{""attribute_key"": ""value_61""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_62,1654528656995,1619940904526,Version 3.0,CA,Android,Version 11.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1704764824916,1711111216817,1733748829444,1678837494844,1687193472945,1590224378814,,1641544216048.0,0,515.9,Web,GB,f,prod_5,1585663193291.0,Expired,,,,PURCHASED,user62@example.com,,organic,campaign_62,ad_group_62,ad_62,keyword_62,creative_62,idfa_62,idfv_62,gps_ad_id_62,"{""attribute_key"": ""value_62""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_63,1624157361514,1629332509220,Version 2.0,AU,Android,Version 12.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_3,f,1723821794199,1589893863744,1613398037479,1623399706743,1712597485107,1584438517125,1644663293677.0,1708030294524.0,0,497.77,Google Play,US,f,"prod_4,prod_3",,Active,,,,PURCHASED,user63@example.com,,google,campaign_63,ad_group_63,ad_63,keyword_63,creative_63,idfa_63,idfv_63,gps_ad_id_63,"{""attribute_key"": ""value_63""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_64,1716704027283,1698305643887,Version 2.0,AU,Stripe,Version 15.0,3.0.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_5,f,1668891339051,1675219361239,1608589706338,1609564573634,1727870311701,1688817064061,1579541066890.0,,4,753.48,Google Play,AU,t,"prod_4,prod_4,prod_4",,Active,,,,PURCHASED,user64@example.com,,facebook,campaign_64,ad_group_64,ad_64,keyword_64,creative_64,idfa_64,idfv_64,gps_ad_id_64,"{""attribute_key"": ""value_64""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_65,1613738124098,1688088082349,Version 1.0,,Stripe,Version 11.0,3.2.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_2,f,1674905579467,1684981432535,1718463702001,1590708231415,1628253523541,1687429684297,1624069613112.0,1730563794749.0,3,495.25,Google Play,GB,f,"prod_2,prod_4",,Active,,,,PURCHASED,user65@example.com,,google,campaign_65,ad_group_65,ad_65,keyword_65,creative_65,idfa_65,idfv_65,gps_ad_id_65,"{""attribute_key"": ""value_65""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_66,1666769844381,1635300758249,Version 2.0,,iOS,Version 12.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1627190834153,1619640935880,1704798684430,1669019735391,1646839622759,1720909816609,,1675245449613.0,2,367.23,Google Play,GB,t,"prod_2,prod_5",1640888846544.0,Non-subscription,,,,PURCHASED,user66@example.com,,google,campaign_66,ad_group_66,ad_66,keyword_66,creative_66,idfa_66,idfv_66,gps_ad_id_66,"{""attribute_key"": ""value_66""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_67,1620773156020,1592935419943,Version 3.0,GB,Stripe,Version 14.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1703455892599,1713049363453,1644342816859,1678535638473,1600088000224,1699686383594,,1654903293720.0,5,618.9,Web,AU,f,prod_3,,Non-subscription,,,,PURCHASED,user67@example.com,,google,campaign_67,ad_group_67,ad_67,keyword_67,creative_67,idfa_67,idfv_67,gps_ad_id_67,"{""attribute_key"": ""value_67""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_68,1621561758988,1580121924610,Version 3.0,US,Android,Version 11.0,3.1.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1700441191274,1605770051098,1639938862829,1591564681033,1659605343376,1668812684044,,1684812597281.0,0,921.29,Web,AU,t,prod_4,,Active,,,,PURCHASED,user68@example.com,,google,campaign_68,ad_group_68,ad_68,keyword_68,creative_68,idfa_68,idfv_68,gps_ad_id_68,"{""attribute_key"": ""value_68""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_69,1719495208576,1661104246877,Version 1.0,,Stripe,Version 12.0,3.1.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_2,f,1693045305275,1664670535358,1701597114984,1694064156966,1606938103036,1598658625753,1589224238684.0,,1,988.24,App Store,AU,t,"prod_4,prod_2,prod_2",1581185755625.0,Active,,,,PURCHASED,user69@example.com,,google,campaign_69,ad_group_69,ad_69,keyword_69,creative_69,idfa_69,idfv_69,gps_ad_id_69,"{""attribute_key"": ""value_69""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_70,1665327551392,1579025681164,Version 3.0,,Android,Version 13.0,3.0.0,en_US,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1647077266134,1713696857655,1657367099844,1728672826197,1599768873091,1722914021183,,,2,754.15,Google Play,US,f,prod_2,,Active,,,,PURCHASED,user70@example.com,,google,campaign_70,ad_group_70,ad_70,keyword_70,creative_70,idfa_70,idfv_70,gps_ad_id_70,"{""attribute_key"": ""value_70""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_71,1672248606722,1658549077699,Version 1.0,GB,iOS,Version 10.0,3.1.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_2,f,1618397941740,1634880075841,1722547755747,1694030109938,1596378966617,1593824828928,,1625256517425.0,5,370.11,Web,AU,f,"prod_5,prod_3",,Active,,,,PURCHASED,user71@example.com,,google,campaign_71,ad_group_71,ad_71,keyword_71,creative_71,idfa_71,idfv_71,gps_ad_id_71,"{""attribute_key"": ""value_71""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_72,1646744647228,1706733859549,Version 1.0,GB,Android,Version 13.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1618137342426,1699006930480,1733312106738,1670546267923,1637459929634,1687683960915,,,3,315.12,Google Play,US,f,prod_4,,Active,,,,PURCHASED,user72@example.com,,organic,campaign_72,ad_group_72,ad_72,keyword_72,creative_72,idfa_72,idfv_72,gps_ad_id_72,"{""attribute_key"": ""value_72""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_73,1648235412881,1632497611851,Version 3.0,AU,Stripe,Version 15.0,3.1.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1671832853322,1592205728027,1722566748188,1658168498653,1629888884066,1646365969080,,1582310531642.0,1,551.69,Web,US,t,"prod_2,prod_4,prod_5",,Sandbox,,,,PURCHASED,user73@example.com,,organic,campaign_73,ad_group_73,ad_73,keyword_73,creative_73,idfa_73,idfv_73,gps_ad_id_73,"{""attribute_key"": ""value_73""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_74,1656621348689,1579601560336,Version 2.0,US,Android,Version 11.0,3.2.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_2,t,1677425744299,1714545855135,1695084078980,1631863706128,1582691843314,1721566365672,1724602573439.0,,0,744.4,App Store,GB,f,"prod_4,prod_5,prod_5",1704662600992.0,Active,,,,PURCHASED,user74@example.com,,google,campaign_74,ad_group_74,ad_74,keyword_74,creative_74,idfa_74,idfv_74,gps_ad_id_74,"{""attribute_key"": ""value_74""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_75,1596928391101,1732531596094,Version 2.0,CA,Android,Version 13.0,3.0.0,en_CA,,,t,rc_promo_promotional_testing_lifetime,prod_5,t,1672009240026,1590268717935,1596386360014,1728009061349,1633802419162,1593127679335,,,4,596.09,Web,AU,t,"prod_4,prod_1,prod_1",,Active,,,,PURCHASED,user75@example.com,,organic,campaign_75,ad_group_75,ad_75,keyword_75,creative_75,idfa_75,idfv_75,gps_ad_id_75,"{""attribute_key"": ""value_75""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_76,1706697069359,1707421867005,Version 2.0,AU,Android,Version 15.0,3.2.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_1,t,1604548454624,1659841943828,1650948003900,1587751712866,1732614360976,1592900962440,,,0,967.04,Google Play,US,t,"prod_1,prod_1",1733946763936.0,Expired,,,,PURCHASED,user76@example.com,,organic,campaign_76,ad_group_76,ad_76,keyword_76,creative_76,idfa_76,idfv_76,gps_ad_id_76,"{""attribute_key"": ""value_76""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_77,1637230459736,1602818928052,Version 1.0,US,iOS,Version 11.0,3.0.0,en_GB,,,f,rc_promo_promotional_testing_lifetime,prod_2,f,1651098280183,1704474425875,1620593313155,1589382874822,1695368162110,1593392181980,1631599040437.0,1697534864175.0,2,672.68,App Store,GB,t,prod_2,1583142658905.0,Sandbox,,,,PURCHASED,user77@example.com,,google,campaign_77,ad_group_77,ad_77,keyword_77,creative_77,idfa_77,idfv_77,gps_ad_id_77,"{""attribute_key"": ""value_77""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_78,1605173804494,1733692079124,Version 1.0,GB,Stripe,Version 10.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_1,f,1594929708541,1700103881990,1586926357290,1700237808887,1593572826616,1588408422017,1654587361466.0,1728153423479.0,1,873.19,Web,US,f,"prod_2,prod_2",,Expired,,,,PURCHASED,user78@example.com,,organic,campaign_78,ad_group_78,ad_78,keyword_78,creative_78,idfa_78,idfv_78,gps_ad_id_78,"{""attribute_key"": ""value_78""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_iOS,user_79,1722047644787,1578470379225,Version 3.0,,iOS,Version 14.0,3.2.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_4,t,1609276412781,1588531014206,1605140553734,1636365733152,1687775200444,1687881195209,1610261632234.0,,5,613.85,Web,GB,f,"prod_1,prod_5",,Non-subscription,,,,FAMILY_SHARED,user79@example.com,,organic,campaign_79,ad_group_79,ad_79,keyword_79,creative_79,idfa_79,idfv_79,gps_ad_id_79,"{""attribute_key"": ""value_79""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Android,user_80,1706554916199,1656923976801,Version 3.0,US,Android,Version 11.0,3.0.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_5,t,1733764721278,1660125665060,1672173963422,1728564041133,1689423560927,1652948294677,,1732232180016.0,4,721.83,Google Play,AU,t,"prod_3,prod_3,prod_5",,Non-subscription,,,,PURCHASED,user80@example.com,,google,campaign_80,ad_group_80,ad_80,keyword_80,creative_80,idfa_80,idfv_80,gps_ad_id_80,"{""attribute_key"": ""value_80""}"
cca22fe3-0cd0-42a0-9fe0-b91b6bd6e555,Cattitude,1a075702-e62a-49ad-a87e-57d3c7e2f693,App_Cattitude_Stripe,user_81,1581678775819,1694666527373,Version 3.0,CA,Stripe,Version 11.0,3.2.0,en_CA,,,f,rc_promo_promotional_testing_lifetime,prod_5,f,1713779079254,1692186445211,1580495875562,1709477768371,1734577884038,1638966247223,1676045673483.0,1712670644720.0,4,442.07,Google Play,GB,f,prod_2,,Expired,,,,PURCHASED,user81@example.com,,google,campaign_81,ad_group_81,ad_81,keyword_81,creative_81,idfa_81,idfv_81,gps_ad_id_81,"{""attribute_key"": ""value_81""}"
